OP;descripcionCliente;descripcionProducto;cantidad;fechaEntrega;OT;codmp;codigoProducto;cantOT;fechaEmision;codMaq;subID;camposTexto;saccod1;alto;ventana
14526  ;FOOD PACK;CCCV001 - CAJA CUP CAKES / MUFFIN X 6 VENT. CORAZ. Estuche. 521 x 928 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado ventana, Pegado Terceros;15700.0;2024-12-05;14526;Cartulina Triplex PDS;-CCCV001-;30000.0;2024-11-14;;1;14526   - FOOD PACK - CCCV001 - CAJA CUP CAKES / MUFFIN X 6 VENT. CORAZ. Estuche. 521 x 928 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  ;463;0;0
14527  ;FOOD PACK;TAPA DESAYUNO 30x30 CMC30010T. Estuche. 524 x 524 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado ventana;13650.0;2024-12-03;14527;Cartulina Triplex PDS FABRICA;-CMC30010-;13000.0;2024-11-14;;1;14527   - FOOD PACK - TAPA DESAYUNO 30x30 CMC30010T. Estuche. 524 x 524 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado v;548;0;0
14528  ;FOOD PACK;BASE DESAYUNO 30x30 CMC30010B. Estuche. 599 x 599 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;13650.0;2024-12-05;14528;MICROCORRUGADO;-CMC30010-;13000.0;2024-11-14;;1;14528   - FOOD PACK - BASE DESAYUNO 30x30 CMC30010B. Estuche. 599 x 599 mm. En MICROCORRUGADO de 400 g. 0 color de frente  Troquelado;481;0;0
14529  ;MEDORO;TCKENIN002 - TAPA KENIN C/VENTANA) - Desglosada de la O.T.: 14519;956.0;2024-11-15;14529;Cartulina Duplex PDS FABRICA;-TCKENIN002-;1440.0;2024-11-12;;1;14529   - MEDORO - TCKENIN002 - TAPA KENIN C/VENTANA) - Desglosada de la O.T.: 14519;248;0;0
14530  ;MEDORO;TCKENIN003 - TAPA KENIN REGULAR) - Desglosada de la O.T.: 14519;2868.0;2024-11-15;14530;Cartulina Duplex PDS FABRICA;-TCKENIN003-;4320.0;2024-11-12;;1;14530   - MEDORO - TCKENIN003 - TAPA KENIN REGULAR) - Desglosada de la O.T.: 14519;248;0;0
14531  ;Todo Envase;DISCOS 18.7. DISCOS. 187 x 187 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, Barniz brillante, Barniz BARRERA, Troquelado;5700.0;2024-12-05;14531;Cartulina Duplex PDS FABRICA;-TESPOT001-;75000.0;2024-11-20;;1;14531   - Todo Envase - DISCOS 18.7. DISCOS. 187 x 187 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, B;627;0;0
14532  ;Todo Envase;DISCOS 22.5. DISCOS. 225 x 225 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, Barniz brillante, Barniz BARRERA, Troquelado;4943.0;2024-11-19;14532;Cartulina Duplex PDS FABRICA;-TESHELL002-;50000.0;2024-11-20;;1;14532   - Todo Envase - DISCOS 22.5. DISCOS. 225 x 225 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, B;618;0;0
14533  ;Todo Envase;COVER FREDDO 120. Estuche. 225 x 58 mm. En Cartulina Duplex PDS de 230 g. 1 color de frente  Barniz brillante, Troquelado, Pegado lateral;24125.0;2024-12-05;14533;Cartulina Duplex PDS;-TEFREDDO001-;450000.0;2024-11-20;;1;14533   - Todo Envase - COVER FREDDO 120. Estuche. 225 x 58 mm. En Cartulina Duplex PDS de 230 g. 1 color de frente  Barniz brillante, Troquelado, Pegad;781;0;0
14534  ;Todo Envase;COVER FREDDO 250. Estuche. 291 x 77 mm. En Cartulina Duplex PDS de 230 g. 1 color de frente  Barniz brillante, Troquelado, Pegado lateral;7062.0;2024-12-05;14534;Cartulina Duplex PDS;-TEFREDDO002-;100000.0;2024-11-20;;1;14534   - Todo Envase - COVER FREDDO 250. Estuche. 291 x 77 mm. En Cartulina Duplex PDS de 230 g. 1 color de frente  Barniz brillante, Troquelado, Pegad;782;0;0
14535  ;HIERVAS NATIVAS (INTIZEN);ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1184.0;2024-12-09;14535;CARTULINA TX SUPERA WHITE BRASIL;-TEINTI043-TEINTI046-;4000.0;2024-11-19;;1;14535   - HIERVAS NATIVAS (INTIZEN) - ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brilla;789;0;0
14536  ;HIERVAS NATIVAS (INTIZEN);ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1184.0;2024-12-09;14536;CARTULINA TX SUPERA WHITE BRASIL;-TEINTI045-TEINTI044-;4000.0;2024-11-19;;1;14536   - HIERVAS NATIVAS (INTIZEN) - ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brilla;789;0;0
14537  ;HIERVAS NATIVAS (INTIZEN);ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1184.0;2024-12-09;14537;CARTULINA TX SUPERA WHITE BRASIL;-TEINTI047-;4000.0;2024-11-19;;1;14537   - HIERVAS NATIVAS (INTIZEN) - ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brilla;789;0;0
14538  ;HIERVAS NATIVAS (INTIZEN);ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;5325.0;2024-12-09;14538;CARTULINA TX SUPERA WHITE BRASIL;-TEINTI048-;18000.0;2024-11-19;;1;14538   - HIERVAS NATIVAS (INTIZEN) - ESTUCHE  110X95X80. Estuche. 110 mm. x 95 mm. x 80 mm. En CARTULINA TX SUPERA WHITE de 320 g. 4 colores de frente  Barniz brilla;789;0;0
14539  ;DEMA 901270;DEMA ESTUCHE GENERICO 16X32X4.5. Estuche. 505 x 420 mm. En CARTULINA IBEMA SUPERA de 310 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;3125.0;2024-12-03;14539;CARTULINA IBEMA SUPERA  BR;-TEDEMA161-;5000.0;2024-11-20;;1;14539   - DEMA 901270 - DEMA ESTUCHE GENERICO 16X32X4.5. Estuche. 505 x 420 mm. En CARTULINA IBEMA SUPERA de 310 g. 6 colores de frente  Barniz mate, La;414;0;0
14540  ;DEMA 901270;DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca sectorizada, Stamping, Troquelado, Pegado lateral;3125.0;2024-12-03;14540;CARTULINA TX SUPERA WHITE BRASIL;-TEDEMA308-;5000.0;2024-11-20;;1;14540   - DEMA 901270 - DEMA ESTUCHE 140X210X35. Estuche. 412 x 363 mm. En CARTULINA TX SUPERA WHITE de 320 g. 6 colores de frente  Barniz mate, Laca se;412;0;0
14541  ;BLEST;BLEST CAJAS (2) 180X220X67   230X210X67. Medida del Pliego Ab.. 568 x 370 mm. En CARTULINA TRiPLEX Premium (iB ) de 350 grs./m2, impresion 4 colores CMYK  frente / Barniz Brillante, Troquelados, y Pegado fondo Automatico;3125.0;2024-12-13;14541;CARTULINA DUPLEX CMPC;-TEBLEST001-TEBLEST002-;5000.0;2024-12-06;;1;14541   - BLEST - BLEST CAJAS (2) 180X220X67   230X210X67. Medida del Pliego Ab.. 568 x 370 mm. En CARTULINA TRiPLEX Premium (iB ) de 350 grs./m2,;792;0;0
14543  ;901329 HANESBRANDS ARGENTINA;EMSBS0001 Base Contenedora 15 15 Corpinos DOC. (TEHANES003). Medidas. 655 x 628 mm. En Cartulina Triplex PDS de 350 grs./m2, SiN iMPRESioN, Troquelados y Pegado 4 Puntas.;2700.0;2024-12-03;14543;Cartulina Triplex PDS FABRICA;-TEHANES003-;2500.0;2024-11-29;;1;14543   - 901329 HANESBRANDS ARGENTINA - EMSBS0001 Base Contenedora 15 15 Corpinos DOC. (TEHANES003). Medidas. 655 x 628 mm. En Cartulina Triplex PDS de 350 grs./m2, SiN;364;0;0
14544  ;901405 TECNOGRAFIC;TCTINTO039 - BASE TRIUNFANTE X 288. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troquelado, Pegado 4 puntas;19550.0;2024-12-03;14544;Cartulina Duplex PDS;-TCTINTO039-;75000.0;2024-11-29;;1;14544   - 901405 TECNOGRAFIC - TCTINTO039 - BASE TRIUNFANTE X 288. Estuche. 357 x 305 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troquelado, Pega;565;0;0
14547  ;901405 TECNOGRAFIC;TETINTO031 TINTORETTO PLASTILINA X 6. Estuche. 90 mm. x 115 mm. x 17 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado lateral;3999.0;2024-12-03;14547;Cartulina Duplex PDS FABRICA;-TETINTO031-;30000.0;2024-11-29;;1;14547   - 901405 TECNOGRAFIC - TETINTO031 TINTORETTO PLASTILINA X 6. Estuche. 90 mm. x 115 mm. x 17 mm. En Cartulina Duplex PDS de 320 g. 4 colores de frente  ;183;0;0
14548  ;LA BIRRA;TEBIRRA021/23 - BIRRA DELIVERY NUEVO CIERRE. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 4 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;11000.0;2024-12-05;14548;Cartulina Duplex PDS FABRICA;-TEBIRRA021-TEBIRRA023-;40000.0;2024-11-25;;1;14548   - LA BIRRA - TEBIRRA021/23 - BIRRA DELIVERY NUEVO CIERRE. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 4 colores de;658;0;0
14549  ;901405 TECNOGRAFIC;TCTINTO037 - TRIUNFANTE CAJA REP 288 RAYADA) - Desglosada de la O.T.: 14545;5750.0;2024-12-03;14549;Cartulina Duplex PDS;-TCTINTO037-;20000.0;2024-12-04;;1;14549   - 901405 TECNOGRAFIC - TCTINTO037 - TRIUNFANTE CAJA REP 288 RAYADA) - Desglosada de la O.T.: 14545;706;0;0
14550  ;901405 TECNOGRAFIC;TCTINTO038 - TRIUNFANTE CAJA REP 288 CUADRICULADA) - Desglosada de la O.T.: 14545;1850.0;2024-12-03;14550;Cartulina Duplex PDS;-TCTINTO038-;5000.0;2024-12-04;;1;14550   - 901405 TECNOGRAFIC - TCTINTO038 - TRIUNFANTE CAJA REP 288 CUADRICULADA) - Desglosada de la O.T.: 14545;706;0;0
14551  ;901405 TECNOGRAFIC;TCTINTO032 - TRIUNFANTE CAJA REP 480 RAYADA) - Desglosada de la O.T.: 14546;9701.0;2024-12-03;14551;Cartulina Duplex PDS;-TCTINTO032-;37000.0;2024-12-04;;1;14551   - 901405 TECNOGRAFIC - TCTINTO032 - TRIUNFANTE CAJA REP 480 RAYADA) - Desglosada de la O.T.: 14546;403;0;0
14552  ;901405 TECNOGRAFIC;TCTINTO033 - TRIUNFANTE CAJA REP 480 CUADRICULADA) - Desglosada de la O.T.: 14546;3100.0;2024-12-03;14552;Cartulina Duplex PDS;-TCTINTO033-;10000.0;2024-12-04;;1;14552   - 901405 TECNOGRAFIC - TCTINTO033 - TRIUNFANTE CAJA REP 480 CUADRICULADA) - Desglosada de la O.T.: 14546;403;0;0
14553  ;901329 HANESBRANDS ARGENTINA;EMSBB0000. BASE CAJA DOCENA SOLCITOS (TEHANES006)  Medida Ab 320 x 430 mm. En Cartulina Triplex PDS de 350 grs./m2, sin impresion, Troquelados, y Pegado 4 Puntas;4250.0;2024-12-20;14553;Cartulina Triplex PDS FABRICA;-TEHANES006-;15000.0;2024-11-27;;1;14553   - 901329 HANESBRANDS ARGENTINA - EMSBB0000. BASE CAJA DOCENA SOLCITOS (TEHANES006)  Medida Ab 320 x 430 mm. En Cartulina Triplex PDS de 350 grs./m2, sin impresio;375;0;0
14554  ;BIOGREEN;EST. BE FEMENINO . Estuche Dble Galeno c/Base int. 150 mm. x 60 mm. x 50 mm. En CARTULINA TX SUPERA WHITE de 280 g. 1 color de frente  Barniz brillante, Stamping , Laminado Polip. Mate , Troquelado, Relieve, Pegado lateral;4150.0;2024-12-20;14554;CARTULINA TX SUPERA WHITE DIST.;-TEBIO002-;15000.0;2024-11-27;;1;14554   - BIOGREEN - EST. BE FEMENINO . Estuche Dble Galeno c/Base int. 150 mm. x 60 mm. x 50 mm. En CARTULINA TX SUPERA WHITE de 280 g. 1 color de f;468;0;0
14556  ;BELLARIA;TCBELLA020 - CAJA FACTURAS 1/2 DOCENA FSC. Estuche. 333 x 659 mm. En CARTULINA TX SUPERA WHITE de 240 g. 2 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;6800.0;2024-12-12;14556;CARTULINA TX SUPERA WHITE DIST.;-TCBELLA020-;12000.0;2024-11-27;;1;14556   - BELLARIA - TCBELLA020 - CAJA FACTURAS 1/2 DOCENA FSC. Estuche. 333 x 659 mm. En CARTULINA TX SUPERA WHITE de 240 g. 2 colores de frente  Ba;388;0;0
14557  ;BIG PONS;TEBPONS001- CAJA DELIVERY. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;26400.0;2024-12-10;14557;Cartulina Duplex PDS FABRICA;-TEBPONS001-;100000.0;2024-11-27;;1;14557   - BIG PONS - TEBPONS001- CAJA DELIVERY. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz br;652;0;0
14558  ;BIG PONS;TEBPONS002- CAJA STARTERS. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;1800.0;2024-12-10;14558;Cartulina Duplex PDS FABRICA;-TEBPONS002-;5000.0;2024-11-27;;1;14558   - BIG PONS - TEBPONS002- CAJA STARTERS. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz br;663;0;0
14560  ;ONPROMOTION;ON_PROMO CAJA_GUANTES x 20. Estuche c/Troq. Abre Facil Tap. 170 mm. x 100 mm. x 50 mm. En Cartulina Duplex PDS de 320 g. 2 colores de frente  Barniz brillante, Troquelado, Pegado lateral;14135.0;2024-12-16;14560;Cartulina Duplex PDS FABRICA;-TEONPRO009-;80000.0;2024-12-04;;1;14560   - ONPROMOTION - ON_PROMO CAJA_GUANTES x 20. Estuche c/Troq. Abre Facil Tap. 170 mm. x 100 mm. x 50 mm. En Cartulina Duplex PDS de 320 g. 2 color;737;0;0
14561  ;BOWL;PACK BANDEJA c/Tapa ENSALADERA / WOK. Medidas Ab. 375 x 360 mm. En Cartulina Duplex FSC Pap. del Sur de 260 grs./m2, impresion 1 color de frente / Laminado interno OPP Brillo , Troquelados, y puesto en paquetes en Termo x 50 un.;3125.0;2024-12-09;14561;TERRA PRINT;-TEBOWL001-;5000.0;2024-12-06;;1;14561   - BOWL - PACK BANDEJA c/Tapa ENSALADERA / WOK. Medidas Ab. 375 x 360 mm. En Cartulina Duplex FSC Pap. del Sur de 260 grs./m2, impresion 1;791;0;0
14562  ;901304 PROSABORES;1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs./m2  , impresion 4 colores CMYK frente x Diseno-Sabor /  Barniz Brillante, Troquelados, y Pegado Fondo Automatico;3125.0;2024-12-13;14562;Cartulina Duplex PDS FABRICA;-TD1854027-TD1854028-;10000.0;2024-11-27;;1;14562   - 901304 PROSABORES - 1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs.;790;0;0
14563  ;901304 PROSABORES;1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs./m2  , impresion 4 colores CMYK frente x Diseno-Sabor /  Barniz Brillante, Troquelados, y Pegado Fondo Automatico;3050.0;2024-12-13;14563;Cartulina Duplex PDS FABRICA;-TD1854029-TD1854030-;10000.0;2024-11-27;;1;14563   - 901304 PROSABORES - 1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs.;790;0;0
14564  ;901304 PROSABORES;1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs./m2  , impresion 4 colores CMYK frente x Diseno-Sabor /  Barniz Brillante, Troquelados, y Pegado Fondo Automatico;1525.0;2024-12-13;14564;Cartulina Duplex PDS FABRICA;-TD1854031-;5000.0;2024-11-27;;1;14564   - 901304 PROSABORES - 1854_DESARR ESTUCHE SOBRES LINEA LOPEZ MAY 5 CAMBIOS_ Medidas. 110 mm. x 110 mm. x 60 mm. En   Cartulina FSC DUPLEX PDS 320 grs.;790;0;0
14565  ;KOPELCO;EST. TULIPAN X 12 ultra fino. Estuche. 296 x 180 mm. En CARTULINA TX de 240 g. 4 colores de frente y 2 colores de dorso.  Impresion DORSO, Barniz mate, Stamping , Troquelado, Relieve , Pegado lateral;5900.0;2024-12-16;14565;CARTULINA TX SUPERA WHITE DIST.;-TEKOPEL203-;30000.0;2024-12-02;;1;14565   - KOPELCO - EST. TULIPAN X 12 ultra fino. Estuche. 296 x 180 mm. En CARTULINA TX de 240 g. 4 colores de frente y 2 colores de dorso.  Impres;760;0;0
14566  ;KOPELCO;EST. TULIPAN REGALO. Estuche. 106 x 161 mm. En CARTULINA TX de 208 g. 4 colores de frente y 2 colores de dorso.  Barniz mate, Stamping , Troquelado, Relieve;4074.0;2024-12-16;14566;CARTULINA TX SUPERA WHITE BRASIL;-TEKOPEL004-;20000.0;2024-12-02;;1;14566   - KOPELCO - EST. TULIPAN REGALO. Estuche. 106 x 161 mm. En CARTULINA TX de 208 g. 4 colores de frente y 2 colores de dorso.  Barniz mate, St;770;0;0
14567  ;KOPELCO;TEKOPEL605 - CONTROL RETARDANTE X 6 (QPC06185)) - Desglosada de la O.T.: 14559;3400.0;2024-12-23;14567;CARTULINA TX SUPERA WHITE DIST.;-TEKOPEL605-;15000.0;2024-12-04;;1;14567   - KOPELCO - TEKOPEL605 - CONTROL RETARDANTE X 6 (QPC06185)) - Desglosada de la O.T.: 14559;775;0;0
14568  ;KOPELCO;TEKOPEL606 - ULTRA FINO X 6 (QPC06186)) - Desglosada de la O.T.: 14559;4284.0;2024-12-23;14568;CARTULINA TX SUPERA WHITE DIST.;-TEKOPEL606-;20000.0;2024-12-04;;1;14568   - KOPELCO - TEKOPEL606 - ULTRA FINO X 6 (QPC06186)) - Desglosada de la O.T.: 14559;775;0;0
14569  ;FOOD PACK;CEMM001 -  ESTUCHE MALETIN CON MANIJA - REGALO. Estuche. 300 x 480 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado lateral, Pegado fondo automatico;15500.0;2024-12-18;14569;LINER KRAFT;-CEMM025-;30000.0;2024-12-04;;1;14569   - FOOD PACK - CEMM001 -  ESTUCHE MALETIN CON MANIJA - REGALO. Estuche. 300 x 480 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, P;008;0;0
14570  ;FOOD PACK;CPV001 -  PORTA VASOS (2 UNIDADES). Estuche. 281 x 293 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado lateral;30500.0;2024-12-13;14570;LINER KRAFT;-CPV001-;120000.0;2024-12-04;;1;14570   - FOOD PACK - CPV001 -  PORTA VASOS (2 UNIDADES). Estuche. 281 x 293 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado, Pegado latera;453;0;0
14571  ;MEDIAS CIUDADELA;CABALLETE MUJER / KIDS / DISNEY. CABALLETE. 200 x 70 mm. En CARTULINA TX SUPERA WHITE de 225 g. 1 color de frente  Barniz brillante, Troquelado;2750.0;2024-12-20;14571;CARTULINA TX SUPERA WHITE BRASIL;-TCBCIUD011-;30000.0;2024-12-09;;1;14571   - MEDIAS CIUDADELA - CABALLETE MUJER / KIDS / DISNEY. CABALLETE. 200 x 70 mm. En CARTULINA TX SUPERA WHITE de 225 g. 1 color de frente  Barniz brilla;751;0;0
14572  ;MEDIAS CIUDADELA;CABALLETE XPIRIT NANOTEK. CABALLETE. 265 x 80 mm. En CARTULINA TX SUPERA WHITE de 300 g. 5 colores de frente y 5 colores de dorso.  Impresion DORSO, Barniz brillante, Troquelado;1800.0;2024-12-20;14572;CARTULINA TRIPLEX ZENITH;-TCBCIUD024-;10000.0;2024-12-09;;1;14572   - MEDIAS CIUDADELA - CABALLETE XPIRIT NANOTEK. CABALLETE. 265 x 80 mm. En CARTULINA TX SUPERA WHITE de 300 g. 5 colores de frente y 5 colores de dors;665;0;0
14573  ;FOOD PACK;CW001 - ESTUCHE WOK CHINESSE NOODLES. Estuche. 300 x 300 mm. En KRAFT MARRON de 350 g. 0 color de frente  Poli mate Tercero, Troquelado;8773.0;2024-12-26;14573;KRAFT MARRON;-CW001-;33000.0;2024-12-23;;1;14573   - FOOD PACK - CW001 - ESTUCHE WOK CHINESSE NOODLES. Estuche. 300 x 300 mm. En KRAFT MARRON de 350 g. 0 color de frente  Poli mate Tercero, Tro;247;0;0
14574  ;FOOD PACK;CBC001 - BANDEJA CHICA 14x10x5 cms. Estuche. 200 x 240 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado;4417.0;2024-12-26;14574;LINER KRAFT;-CBC001-;50000.0;2024-12-23;;1;14574   - FOOD PACK - CBC001 - BANDEJA CHICA 14x10x5 cms. Estuche. 200 x 240 mm. En LINER KRAFT de 350 g. 0 color de frente  Troquelado;500;0;0
14575  ;FOOD PACK;CMRV001 - CAJA 235X162X100 CON VENTANA. Estuche. 570 x 435 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado, Pegado ventana, Pegado lateral;10500.0;2024-12-25;14575;Cartulina Triplex PDS;-CMRV001-;20000.0;2024-12-10;;1;14575   - FOOD PACK - CMRV001 - CAJA 235X162X100 CON VENTANA. Estuche. 570 x 435 mm. En Cartulina Triplex PDS de 320 g. 0 color de frente  Troquelado,;492;0;0
14576  ;FOOD PACK;CPCPG001 - PACK CONO POCHOCLO GRANDE. Estuche. 190 mm. x 75 mm. x 75 mm. En Cartulina Triplex PDS de 260 g. 1 color de frente  Barniz brillante, Troquelado, Pegado fondo automatico;8175.0;2024-12-30;14576;Cartulina Triplex PDS FABRICA;-CPCPG001-;30000.0;2024-12-10;;1;14576   - FOOD PACK - CPCPG001 - PACK CONO POCHOCLO GRANDE. Estuche. 190 mm. x 75 mm. x 75 mm. En Cartulina Triplex PDS de 260 g. 1 color de frente  B;;0;0
14577  ;FOOD PACK;CPSV001 -  PACK SANDWICH TRIANGULAR C/ VENTANA. Estuche. 327 x 355 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troquelado, Pegado ventana;3000.0;2024-12-20;14577;Cartulina Duplex PDS;-CPSV001-;15000.0;2024-12-10;;1;14577   - FOOD PACK - CPSV001 -  PACK SANDWICH TRIANGULAR C/ VENTANA. Estuche. 327 x 355 mm. En Cartulina Duplex PDS de 320 g. 0 color de frente  Troq;391;0;0
14578  ;Todo Envase;DISCOS 18.7. DISCOS. 187 x 187 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, Barniz brillante, Barniz BARRERA, Troquelado;11000.0;2024-12-30;14578;Cartulina Duplex PDS FABRICA;-TESPOT001-;150000.0;2024-12-16;;1;14578   - Todo Envase - DISCOS 18.7. DISCOS. 187 x 187 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, B;627;0;0
14579  ;Todo Envase;DISCOS 22.5. DISCOS. 225 x 225 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, Barniz brillante, Barniz BARRERA, Troquelado;4967.0;2024-12-30;14579;Cartulina Duplex PDS FABRICA;-TESHELL002-;50000.0;2024-12-16;;1;14579   - Todo Envase - DISCOS 22.5. DISCOS. 225 x 225 mm. En Cartulina Duplex PDS de 260 g. 2 colores de frente y 1 color de dorso.  Impresion DORSO, B;618;0;0
14581  ;901329 HANESBRANDS ARGENTINA;ESTUSOUTIND- ESTUCHE CORPINOS 15X15 (TEHANES018 ). Estuche. 150 mm. x 150 mm. x 56 mm. En CARTULINA TX SUPERA WHITE de 280 grs./m2, impresion 1 color de frente   Laminado Polip. Mate , Troquelados, y Pegado Chap. lateral;8400.0;2025-01-13;14581;CARTULINA TX SUPERA WHITE DIST.;-TEHANES018-;30000.0;2024-12-20;;1;14581   - 901329 HANESBRANDS ARGENTINA - ESTUSOUTIND- ESTUCHE CORPINOS 15X15 (TEHANES018 ). Estuche. 150 mm. x 150 mm. x 56 mm. En CARTULINA TX SUPERA WHITE de 280 grs./;495;0;0
14582  ;901329 HANESBRANDS ARGENTINA;TEHANES025-BASE Y FUNDA SOFT CHICO (FOSFORERACHI). Estuche. 950 x 480 mm. En CARTULINA DX IBEMA SUPERA de 280 g. 1 color de frente  Barniz brillante, Laminado Polip. Mate , Troquelado, Pegado lateral;3550.0;2025-01-13;14582;CARTULINA DX SUPERA  DIS;-TEHANES025-;3000.0;2024-12-20;;1;14582   - 901329 HANESBRANDS ARGENTINA - TEHANES025-BASE Y FUNDA SOFT CHICO (FOSFORERACHI). Estuche. 950 x 480 mm. En CARTULINA DX IBEMA SUPERA de 280 g. 1 color de fren;;0;0
14583  ;BIG PONS;TEBPONS002- CAJA STARTERS. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz brillante, Troquelado, Pegado fondo automatico;3150.0;2025-01-09;14583;Cartulina Duplex PDS FABRICA;-TEBPONS002-;10000.0;2024-12-20;;1;14583   - BIG PONS - TEBPONS002- CAJA STARTERS. Estuche. 105 mm. x 205 mm. x 124 mm. En Cartulina Duplex PDS de 350 g. 3 colores de frente  Barniz br;663;0;0
14584  ;SOX;PACK SEMANAL. Estuche. 165 mm. x 100 mm. x 100 mm. En Cartulina Triplex PDS de 350 g. 1 color de frente  Barniz brillante, Laminado Polip. Mate , Troquelado, Pegado ventana, Pegado lateral;3125.0;2025-01-10;14584;Cartulina Triplex PDS FABRICA;-TESOX001-;5000.0;2024-12-30;;1;14584   - SOX - PACK SEMANAL. Estuche. 165 mm. x 100 mm. x 100 mm. En Cartulina Triplex PDS de 350 g. 1 color de frente  Barniz brillante, Lamin;;0;0
